"","X","Y","Class","text"
"GO:0032374",16.8965117485986,-42.0815321608053,"transport","regulation of cholesterol transport"
"GO:0032375",17.3091701769058,-42.3422872198852,"transport","negative regulation of cholesterol transport"
"GO:0032376",16.9350340028885,-42.1029565126584,"transport","positive regulation of cholesterol transport"
"GO:0032377",15.5903918082495,-41.6805929191098,"transport","regulation of intracellular lipid transport"
"GO:0032378",16.3834471425706,-41.942743867481,"transport","negative regulation of intracellular lipid transport"
"GO:0032379",13.1905696114229,-38.8388640329583,"transport","positive regulation of intracellular lipid transport"
"GO:0032380",15.5804941761048,-41.6718562922037,"transport","regulation of intracellular sterol transport"
"GO:0032381",16.3638342201624,-41.9398866234944,"transport","negative regulation of intracellular sterol transport"
"GO:0032382",13.2222951312574,-38.8788212356327,"transport","positive regulation of intracellular sterol transport"
"GO:0032383",15.6174023955735,-41.7029870745654,"transport","regulation of intracellular cholesterol transport"
"GO:0032384",16.3794393599232,-41.9440089121129,"transport","negative regulation of intracellular cholesterol transport"
"GO:0032385",16.2022478524014,-41.8364596038851,"transport","positive regulation of intracellular cholesterol transport"
"GO:0032386",4.6619575469348,-32.4931028090106,"transport","regulation of intracellular transport"
"GO:0032387",5.57341229220134,-33.1289082740075,"transport","negative regulation of intracellular transport"
"GO:0032388",4.42289732239005,-32.5731081112698,"transport","positive regulation of intracellular transport"
"GO:0032392",-41.1140881998343,0.428891655729363,"cell cycle","DNA geometric change"
"GO:0032400",12.9982823766285,-18.7027133057365,"transport","melanosome localization"
"GO:0032401",12.9916804914985,-18.7037606921784,"transport","establishment of melanosome localization"
"GO:0032402",13.7490458189506,-18.503515457391,"transport","melanosome transport"
"GO:0032409",23.5086755284963,-30.2755887378284,"transport","regulation of transporter activity"
"GO:0032410",23.3184472258304,-30.7396567841556,"transport","negative regulation of transporter activity"
"GO:0032411",23.0035775701644,-30.0762412662847,"transport","positive regulation of transporter activity"
"GO:0032412",23.4999983690945,-30.3817886809199,"transport","regulation of monoatomic ion transmembrane transporter activity"
"GO:0032413",23.5683062397383,-30.9320347704413,"transport","negative regulation of ion transmembrane transporter activity"
"GO:0032414",22.9875532439839,-30.0752324219497,"transport","positive regulation of ion transmembrane transporter activity"
"GO:0032415",24.3951298450407,-30.8324825577106,"transport","regulation of sodium:proton antiporter activity"
"GO:0032417",17.0505353812796,-26.2920038113403,"metabolic process","positive regulation of sodium:proton antiporter activity"
"GO:0032418",6.883153429713,7.98437379554615,"transport","lysosome localization"
"GO:0032423",-34.7508539546241,1.76728219184379,"stress response","regulation of mismatch repair"
"GO:0032425",-35.5027177113072,1.28656451782921,"stress response","positive regulation of mismatch repair"
"GO:0032429",-13.9814231035082,-9.56245638763765,"metabolic process","regulation of phospholipase A2 activity"
"GO:0032430",-15.0131371851436,-8.40362954012458,"metabolic process","positive regulation of phospholipase A2 activity"
"GO:0032431",-15.077402944048,-8.33366076362591,"metabolic process","activation of phospholipase A2 activity"
"GO:0032434",-10.9212447347853,-17.5100885794679,"metabolic process","regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032435",-10.547795464073,-17.3621547927888,"metabolic process","negative regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032436",-11.3936069656352,-17.5916469038207,"metabolic process","positive regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032438",12.2772018070326,-18.3248239426224,"cellular component organization","melanosome organization"
"GO:0032446",-17.3990805273232,-22.7482333242771,"protein modification/signaling","protein modification by small protein conjugation"
"GO:0032447",-19.5341998364118,-23.678605718657,"protein modification/signaling","protein urmylation"
"GO:0032456",9.40795778694214,-21.483965918352,"transport","endocytic recycling"
"GO:0032458",10.4218509001688,-24.9062053464922,"transport","slow endocytic recycling"
"GO:0032459",-0.0549231963300079,-9.74825901755362,"cellular component organization","regulation of protein oligomerization"
"GO:0032460",6.13575012627576,-6.2601626397206,"cellular component organization","negative regulation of protein oligomerization"
"GO:0032461",-2.28494986220248,-16.0184413060154,"cellular component organization","positive regulation of protein oligomerization"
"GO:0032462",8.6220269074532,-4.83886030735467,"cellular component organization","regulation of protein homooligomerization"
"GO:0032463",6.76807313533024,-5.16112281709599,"cellular component organization","negative regulation of protein homooligomerization"
"GO:0032464",-10.3716266636465,-16.1377510427363,"cellular component organization","positive regulation of protein homooligomerization"
"GO:0032465",-51.6090808205919,-1.40726354376089,"cell cycle","regulation of cytokinesis"
"GO:0032466",-54.2266717355107,-10.2021916143799,"cell cycle","negative regulation of cytokinesis"
"GO:0032467",-51.8116012036441,-1.73777186636311,"cell cycle","positive regulation of cytokinesis"
"GO:0032468",26.3890655536303,-25.9396136617066,"ER/endosome/lysosome related process","Golgi calcium ion homeostasis"
"GO:0032469",25.3283466966016,-24.4582844824284,"ER/endosome/lysosome related process","endoplasmic reticulum calcium ion homeostasis"
"GO:0032470",26.4918775626802,-24.8806219866301,"ER/endosome/lysosome related process","positive regulation of endoplasmic reticulum calcium ion concentration"
"GO:0032471",26.1668792749413,-24.538363878695,"ER/endosome/lysosome related process","negative regulation of endoplasmic reticulum calcium ion concentration"
"GO:0032472",27.4728145788425,-32.5853082623558,"transport","Golgi calcium ion transport"
"GO:0032474",39.7559108139519,5.58134125797336,"morphogenesis/development","otolith morphogenesis"
"GO:0032475",40.9144527779979,9.06378164212309,"morphogenesis/development","otolith formation"
"GO:0032479",-16.9170110098821,56.9493529356898,"immune system process","regulation of type I interferon production"
"GO:0032480",-16.8603493030695,57.5661372778413,"immune system process","negative regulation of type I interferon production"
"GO:0032481",-17.2204409270196,56.2399384636534,"immune system process","positive regulation of type I interferon production"
"GO:0032482",-12.007118872567,8.4497453133013,"protein modification/signaling","Rab protein signal transduction"
"GO:0032483",-11.8026209820216,8.23843968974366,"protein modification/signaling","regulation of Rab protein signal transduction"
"GO:0032484",-11.8979988622897,8.3473602358952,"protein modification/signaling","Ral protein signal transduction"
"GO:0032485",-11.8283996226189,8.05748190401171,"protein modification/signaling","regulation of Ral protein signal transduction"
"GO:0032486",-11.8020961109841,9.10895074267433,"protein modification/signaling","Rap protein signal transduction"
"GO:0032487",-20.0190913743078,5.05267868067676,"protein modification/signaling","regulation of Rap protein signal transduction"
"GO:0032488",-11.7878671364968,8.43609353329793,"protein modification/signaling","Cdc42 protein signal transduction"
"GO:0032489",-11.686433842817,8.1187458465153,"protein modification/signaling","regulation of Cdc42 protein signal transduction"
"GO:0032490",-3.98502231738035,25.8588501238053,"immune system process","detection of molecule of bacterial origin"
"GO:0032491",-6.09166202053768,24.7007326684343,"response to stimulus","detection of molecule of fungal origin"
"GO:0032493",-18.3269280144891,33.3126310543501,"response to stimulus","response to bacterial lipoprotein"
"GO:0032494",-24.2053566417858,34.9605683178659,"immune system process","response to peptidoglycan"
"GO:0032495",-26.1994291652336,33.042490787887,"response to stimulus","response to muramyl dipeptide"
"GO:0032496",-21.8777043951122,38.2628619441362,"immune system process","response to lipopolysaccharide"
"GO:0032497",-10.9669166075024,26.7576425198794,"response to stimulus","detection of lipopolysaccharide"
"GO:0032498",-7.39143442150916,25.4188697286213,"response to stimulus","detection of muramyl dipeptide"
"GO:0032499",-12.3250200592865,19.2509329649639,"immune system process","detection of peptidoglycan"
"GO:0032501",27.6293550129171,-5.78983278817118,"other","multicellular organismal process"
"GO:0032502",29.6083271963063,7.90249673228542,"morphogenesis/development","developmental process"
"GO:0032506",-49.9961328509583,-4.1875532668155,"cell cycle","cytokinetic process"
"GO:0032507",5.40712340640122,-28.1692274112906,"other","maintenance of protein location in cell"
"GO:0032508",-40.9538708828239,0.385294893268422,"cell cycle","DNA duplex unwinding"
"GO:0032509",5.02120898387838,-21.6504273991834,"ER/endosome/lysosome related process","endosome transport via multivesicular body sorting pathway"
"GO:0032510",5.01769845896019,-21.6409024937921,"ER/endosome/lysosome related process","endosome to lysosome transport via multivesicular body sorting pathway"
"GO:0032511",4.70055337159836,-21.7347369216072,"transport","late endosome to vacuole transport via multivesicular body sorting pathway"
"GO:0032525",37.681718927545,10.1432108794664,"morphogenesis/development","somite rostral/caudal axis specification"
"GO:0032526",-30.2242596478733,22.5690450927062,"response to stimulus","response to retinoic acid"
"GO:0032527",2.22866083672062,-25.09344965277,"ER/endosome/lysosome related process","protein exit from endoplasmic reticulum"
"GO:0032528",15.0749268607504,-6.78631185887697,"cellular component organization","microvillus organization"
"GO:0032530",17.1262147845914,-7.33113676101146,"cellular component organization","regulation of microvillus organization"
"GO:0032532",15.8014870956854,-6.90176804480736,"cellular component organization","regulation of microvillus length"
"GO:0032534",16.1017974439469,-7.37880550127008,"cellular component organization","regulation of microvillus assembly"
"GO:0032535",23.2510535244798,-9.18646999368323,"cellular component organization","regulation of cellular component size"
"GO:0032536",22.4066659300179,-8.77298273594871,"cellular component organization","regulation of cell projection size"
"GO:0032543",-31.6273220710761,-40.0838138295254,"gene regulation","mitochondrial translation"
"GO:0032570",-31.5809605714966,24.3642865451673,"response to stimulus","response to progesterone"
"GO:0032571",-32.6095622909196,21.8029346801412,"response to stimulus","response to vitamin K"
"GO:0032581",-6.24245329035192,-15.3265104052406,"cellular component organization","ER-dependent peroxisome organization"
"GO:0032594",8.97475180793917,-32.1517400506845,"transport","protein transport within lipid bilayer"
"GO:0032595",7.61446146981028,-32.6278816751038,"transport","B cell receptor transport within lipid bilayer"
